weight_class,winner,loser,method,round,time,fight_card,event_name,event_id
Women's Flyweight,Montana De La Rosa,Nadia Kassem,Submission (armbar),2.0,157.0,Main card,UFC 234: Adesanya vs. Silva,30c812ea22b00f1c68dea5fd91e2ced1782fc7bfb46b8813f0ddb7185b0bcb41
Lightweight,Kevin Lee,Gregor Gillespie,KO (head kick),1.0,167.0,Main card,UFC 244: Masvidal vs. Diaz,f36f6335f8641db3fc3b662731a76ea455c1ec1f3732c0f221e1d8c636cd135a
Bantamweight,Raoni Barcelos,Carlos Huachin,TKO (punches and elbows),2.0,289.0,Early Preliminary card (UFC Fight Pass),UFC 237: Namajunas vs. Andrade,b018c3af42aa45ad7b50a25e6347ea532df5f6dc2685797b4533aa3b5a9bab0b
Lightweight,John Makdessi,Jesús Pinedo,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Main card,UFC Fight Night: Thompson vs. Pettis,bd2f88eb34f9016bcd103c01263a64c40138c2d25723276607283a0f92612bd1
Flyweight,Jussier Formiga,Deiveson Figueiredo,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,300.0,Main card,UFC Fight Night: Thompson vs. Pettis,bd2f88eb34f9016bcd103c01263a64c40138c2d25723276607283a0f92612bd1
Lightweight,Charles Oliveira,Jim Miller,Submission (rear-naked choke),1.0,75.0,Main card,UFC on Fox: Lee vs. Iaquinta 2,873ff12c41e6b509e40b4822dab84d34a51425cb82a16836c326a0df54752edb
Middleweight,Brendan Allen,Kevin Holland,Submission (rear-naked choke),2.0,218.0,Preliminary Card (ESPN2),UFC on ESPN: Reyes vs. Weidman,36e159739f48ddb57ebb13ab3e58c5ace2b6a5bb72da7aec3e5a25c716863e80
Bantamweight,Jonathan Martinez,Wuliji Buren,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Early Preliminary Card (UFC Fight Pass),UFC 234: Adesanya vs. Silva,30c812ea22b00f1c68dea5fd91e2ced1782fc7bfb46b8813f0ddb7185b0bcb41
Welterweight,Callan Potter,Maki Pitolo,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary Card (ESPN2),UFC 243: Whittaker vs. Adesanya,74f3626bae38ea8df9c64978263085fc5a2535d366f16718187678713d74d7fc
Light Heavyweight,Eryk Anders,Vinicius Moreira,KO (punches),1.0,78.0,Preliminary Card (ESPN),UFC on ESPN: Ngannou vs. dos Santos,a88ba875282e7cb35d8ce55c081ad3acfc7a218011e601701023c1420fe70a04
Featherweight,Sodiq Yusuff,Sheymon Moraes,"Decision (unanimous) (29–27, 29–28, 29–28)",3.0,300.0,Main card,UFC on ESPN: Barboza vs. Gaethje,be40eb5efdf02fe579d96bd561723ba5bf832f0444c6b5935ed7cd6acde16d45
Welterweight,Geoff Neal,Niko Price,TKO (punches),2.0,159.0,Main card,UFC 240: Holloway vs. Edgar,50d1b20336f0640b60d4b0a3d2bd1faf49367dbc13a691d46f2c7783dfe8b438
Bantamweight,Ray Borg,Gabriel Silva,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary card (ESPN),UFC on ESPN: dos Anjos vs. Edwards,dfe21c292dc9a0ac66f60e051e4ad82a00b52ab943f87c617c9a24f39b5e598e
Welterweight,Cláudio Silva,Danny Roberts,Submission (armbar),3.0,157.0,Main card,UFC Fight Night: Till vs. Masvidal,bcf4d6f63e984f3b9a6f2e4d63de17ad113695f4b513787ccba95552641957b3
Light Heavyweight,Johnny Walker,Justin Ledet,TKO (spinning back fist and punches),1.0,15.0,Main card,UFC Fight Night: Assunção vs. Moraes 2,b7568a74c6c1aefb948a5e7541305e4f802a0d5fec99c6e68b5d2b9ac1059756
Middleweight,Jared Cannonier,Jack Hermansson,TKO (punches),2.0,27.0,Main card,UFC Fight Night: Hermansson vs. Cannonier,42f28817bc5e4b1494f2dc5e14fd97232627e26736584d37a3bd373bf5b78a73
Lightweight,Jared Gordon,Dan Moret,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Preliminary Card (ESPN),UFC on ESPN: Ngannou vs. dos Santos,a88ba875282e7cb35d8ce55c081ad3acfc7a218011e601701023c1420fe70a04
Bantamweight,Chris Gutiérrez,Ryan MacDonald,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary Card (ESPN+),UFC Fight Night: Thompson vs. Pettis,bd2f88eb34f9016bcd103c01263a64c40138c2d25723276607283a0f92612bd1
Women's Strawweight,Emily Whitmire,Aleksandra Albu,Submission (rear-naked choke),1.0,61.0,Early Preliminary Card (ESPN+),UFC on ESPN: Ngannou vs. Velasquez,c047265a333eb518b073450c2437ac8102413f9aeb3bdd3c819a5dd76b8f31e5
Lightweight,Joaquim Silva,Jared Gordon,KO (punches),3.0,159.0,Preliminary Card (Fox Sports 1),UFC on Fox: Lee vs. Iaquinta 2,873ff12c41e6b509e40b4822dab84d34a51425cb82a16836c326a0df54752edb
Women's Strawweight,Brianna Van Buren,Lívia Renata Souza,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary card (ESPN+),UFC Fight Night: de Randamie vs. Ladd,6e1885b8b1e47fad24888eda40decbd73f27cd002386a2338316c558a617ec90
Light Heavyweight,Michał Oleksiejczuk,Gian Villante,TKO (body punch),1.0,94.0,Main card,UFC Fight Night: Błachowicz vs. Santos,f0d9ba0b189e916c29672ab59b2818940b2d762b11e8e4c362c03ae318bede02
Middleweight,Paulo Costa,Yoel Romero,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Main card,UFC 241: Cormier vs. Miocic 2,ebde1410b4ad7e17c42ac0c342bf2ad47f1312ad6d5f54e1bf11d7ae9d562fb7
Women's Flyweight,Poliana Botelho,Lauren Mueller,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Early Preliminary Card (UFC Fight Pass),UFC 236: Holloway vs. Poirier 2,236afafd5d36e9b16f7a76b682b8c4785040c76f3dfbfe6b04b081ec72ba7739
Heavyweight,Blagoy Ivanov,Ben Rothwell,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Main card,UFC Fight Night: Lewis vs. dos Santos,2d8aba87ebe03c7f511f287a9202de5a35d8bd362a5fe13541372c24c2584462
Catchweight (209 lb),Magomed Ankalaev,Klidson Abreu,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Main card,UFC Fight Night: Błachowicz vs. Santos,f0d9ba0b189e916c29672ab59b2818940b2d762b11e8e4c362c03ae318bede02
Flyweight,Deiveson Figueiredo,Tim Elliott,Submission (guillotine choke),1.0,188.0,Preliminary Card (ESPN+),UFC Fight Night: Joanna vs. Waterson,17d2caa867a8d0155033026cb9ffb8c17db1726e7c7687cff1ea3567bfce30ec
Women's Bantamweight,Julia Avila,Pannie Kianzad,"Decision (unanimous) (30–27, 30–26, 30–26)",3.0,300.0,Early Preliminary card (UFC Fight Pass/ESPN+),UFC 239: Jones vs. Santos,bbddbc0a0aa23116db444d679f7f475649cc39aef7557fe471d39cfe692df5a4
Lightweight,Christos Giagos,Damir Hadžović,"Decision (unanimous) (29–27, 29–27, 29–28)",3.0,300.0,Main card,UFC Fight Night: Gustafsson vs. Smith,cf6ce14dcd6c478427b0b8d05a56862c0fec8a1c489cde8678b8be17273904d3
Middleweight,Krzysztof Jotko,Alen Amedovski,"Decision (unanimous) (30–25, 30–26, 30–26)",3.0,300.0,Main card,UFC Fight Night: Overeem vs. Oleinik,982ab3b0bc592b354b4243d601333817046237a05d2260dcdad8385c463329f7
Women's Strawweight,Marina Rodriguez,Tecia Torres,"Decision (unanimous) (30–27, 30–27, 30–26)",3.0,300.0,Preliminary card (ESPN+),UFC Fight Night: Shevchenko vs. Carmouche 2,192f765d672aff403f202964ae2e3eb5cd0b88a158ded5006d4c461339021ad4
Featherweight,Grant Dawson,Julian Erosa,"Decision (unanimous) (30–26, 30–27, 29–27)",3.0,300.0,Preliminary Card (ESPN+),UFC Fight Night: Lewis vs. dos Santos,2d8aba87ebe03c7f511f287a9202de5a35d8bd362a5fe13541372c24c2584462
Lightweight,Alex White,Dan Moret,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary Card (ESPN+),UFC Fight Night: Lewis vs. dos Santos,2d8aba87ebe03c7f511f287a9202de5a35d8bd362a5fe13541372c24c2584462
Light Heavyweight,Thiago Santos,Jan Błachowicz,TKO (punches),3.0,39.0,Main card,UFC Fight Night: Błachowicz vs. Santos,f0d9ba0b189e916c29672ab59b2818940b2d762b11e8e4c362c03ae318bede02
Women's Flyweight,Andrea Lee,Ashlee Evans-Smith,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary Card (ESPN),UFC on ESPN: Ngannou vs. Velasquez,c047265a333eb518b073450c2437ac8102413f9aeb3bdd3c819a5dd76b8f31e5
Lightweight,Leonardo Santos,Stevie Ray,KO (punch),1.0,137.0,Preliminary Card (ESPN2),UFC Fight Night: Gustafsson vs. Smith,cf6ce14dcd6c478427b0b8d05a56862c0fec8a1c489cde8678b8be17273904d3
Featherweight,Cub Swanson,Kron Gracie,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card,UFC Fight Night: Joanna vs. Waterson,17d2caa867a8d0155033026cb9ffb8c17db1726e7c7687cff1ea3567bfce30ec
