weight_class,winner,loser,method,round,time,notes,fight_card,event_name,link
Featherweight,Patrício Freire (c),Daniel Weichel,KO (punch),2,0:32,[a],Main card,Bellator 138,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Heavyweight,Bobby Lashley,Dan Charles,TKO (punches),2,4:14,,Main card,Bellator 138,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Featherweight,Daniel Mason-Straus,Henry Corrales,Submission (guillotine choke),2,3:47,,Main card,Bellator 138,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Lightweight,Michael Chandler,Derek Campos,Submission (rear-naked choke),1,2:17,,Main card,Bellator 138,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Welterweight,Justin Guthrie,Steven Mann,Submission (D'Arce choke),2,1:09,,Preliminary Card (Spike.com),Bellator 138,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Featherweight,Justin Lawrence,Sean Wilson,TKO (elbows and punches),1,4:56,,Preliminary Card (Spike.com),Bellator 138,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Catchweight (160 lb),Chris Heatherly,Garrett Gross,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,,Preliminary Card (Spike.com),Bellator 138,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Welterweight,Kyle Kurtz,Adam Cella,Submission (armbar),2,4:13,,Preliminary Card (Spike.com),Bellator 138,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Lightweight,Hugh Pulley,Eric Irvin,"Decision (split) (29-28, 28-29, 30-27)",3,5:00,,Preliminary Card (Spike.com),Bellator 138,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Strawweight,Miles McDonald,Dan O’Connor,Submission (rear-naked choke),3,4:30,,Preliminary Card (Spike.com),Bellator 138,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Bantamweight,Garrett Mueller,A.J. Siscoe,Submission (rear-naked choke),2,1:26,,Postliminary Card (Dark Bouts),Bellator 138,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Middleweight,Enrique Watson,Kain Royer,Submission (rear-naked choke),1,0:41,,Postliminary Card (Dark Bouts),Bellator 138,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Catchweight (165 lb),Rashard Lovelace,Matt Helm,TKO (leg kick),1,0:58,,Postliminary Card (Dark Bouts),Bellator 138,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Heavyweight,Cheick Kongo,Alexander Volkov,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,,Main card,Bellator 139,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Lightweight,David Rickels,John Alessio,No Contest (illegal knee),1,2:24,,Main card,Bellator 139,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Middleweight,Hisaki Kato,Joe Schilling,KO (superman punch),2,0:34,,Main card,Bellator 139,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Featherweight,Pat Curran,Emmanuel Sanchez,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,,Main card,Bellator 139,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Bantamweight,Aaron Ely,Jeimeson Saudino,Submission (guillotine choke),2,1:05,,Preliminary Card (Spike.com),Bellator 139,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Women's Featherweight,Bryanna Fissori,Iony Razafiarison,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,,Preliminary Card (Spike.com),Bellator 139,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Heavyweight,Alex Huddleston,Javy Ayala,Submission (rear-naked choke),1,1:12,,Preliminary Card (Spike.com),Bellator 139,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Heavyweight,Augusto Sakai,Daniel Gallemore,TKO (retirement),2,5:00,,Preliminary Card (Spike.com),Bellator 139,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Featherweight,Bubba Jenkins,Joe Wilk,TKO (punches),2,1:00,,Preliminary Card (Spike.com),Bellator 139,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Lightweight,Bobby Cooper,Pablo Villaseca,"Decision (split) (28-29, 29-28, 29-28)",3,5:00,,Preliminary Card (Spike.com),Bellator 139,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Featherweight,Gastón Reyno,Greg Scott,Submission (guillotine choke),1,1:17,,Preliminary Card (Spike.com),Bellator 139,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Heavyweight,Frederick Brown,Derek Bohi,TKO (punches),1,0:29,,Postliminary Card (Dark Bouts),Bellator 139,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Welterweight,Andrey Koreshkov,Douglas Lima (c),"Decision (unanimous) (48-47, 50-45, 50-45)",5,5:00,[a],Main card,Bellator 140,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Catchweight (173 lb),Paul Daley,Dennis Olson,TKO (punches),2,1:12,,Main card,Bellator 140,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Welterweight,Brennan Ward,Roger Carroll,KO (punch),1,2:06,,Main card,Bellator 140,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Welterweight,Chris Honeycutt,Paul Bradley,No Contest (accidental headbutt),2,2:47,,Main card,Bellator 140,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Welterweight,Michael Page,Rudy Bears,KO (punch),1,1:05,,Main card,Bellator 140,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Lightweight,Dean Hancock,Alex Dunworth,TKO (corner stoppage),2,2:14,,Preliminary Card (Spike.com),Bellator 140,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Women's Catchweight (128.5 lb),Kaline Medeiros,Sarah Payant,Submission (kimura),1,3:24,,Preliminary Card (Spike.com),Bellator 140,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Catchweight (160 lb),Ryan Quinn,Waylon Lowe,Submission (guillotine choke),2,2:47,,Preliminary Card (Spike.com),Bellator 140,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Flyweight,Remo Cardarelli,Billy Giovanella,"Decision (unanimous) (30-27, 29-28, 29-28)",3,5:00,,Preliminary Card (Spike.com),Bellator 140,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Catchweight (138.3 lb),Kin Moy,Blair Tugman,Submission (triangle choke),3,3:01,,Preliminary Card (Spike.com),Bellator 140,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Heavyweight,Parker Porter,Eric Bedard,Submission (americana),2,2:51,,Preliminary Card (Spike.com),Bellator 140,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Welterweight,Ilya Kotau,Nicholas Sergiacomi,Submission (rear-naked choke),1,2:17,,Preliminary Card (Spike.com),Bellator 140,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Lightweight,Brandon Girtz,Melvin Guillard,"Decision (split) (29-27, 28-29, 29-27)",3,5:00,,Main card,Bellator 141,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Lightweight,Patricky Freire,Saad Awad,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,,Main card,Bellator 141,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Heavyweight,Justin Wren,Josh Burns,"Decision (unanimous) (30-27, 30-26, 30-26)",3,5:00,,Main card,Bellator 141,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Women's Featherweight,Marloes Coenen,Arlene Blencowe,Submission (armbar),2,3:23,,Main card,Bellator 141,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Women's Flyweight,Ilima-Lei Macfarlane,Maria Rios,"Decision (split) (28-29, 29-28, 29-28)",3,5:00,,Preliminary Card (Spike.com),Bellator 141,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Lightweight,Brent Primus,Derek Anderson,"Decision (split) (28-29, 29-27, 29-28)",3,5:00,,Preliminary Card (Spike.com),Bellator 141,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Middleweight,A.J. Matthews,Emiliano Sordi,TKO (retirement),1,5:00,,Preliminary Card (Spike.com),Bellator 141,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Welterweight,Johnny Cisneros,Gabriel Miglioli,Decision (unanimous),3,5:00,,Postliminary Card (Dark Bouts),Bellator 141,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Light Heavyweight,Luc Bondole,Ray Sloan,Decision (unanimous),3,5:00,,Postliminary Card (Dark Bouts),Bellator 141,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Women's Featherweight,Adrienna Jenkins,Lissette Neri,TKO (strikes),1,2:38,,Postliminary Card (Dark Bouts),Bellator 141,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Welterweight,Curtis Millender,Steven Ciacco,Decision (unanimous),3,5:00,,Postliminary Card (Dark Bouts),Bellator 141,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Featherweight,A.J. McKee,James Barnes,KO (punches),1,1:42,,Postliminary Card (Dark Bouts),Bellator 141,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Bantamweight,Joe Warren,LC Davis,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,,Main card,Bellator 142,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Middleweight,Kendall Grove,Joey Beltran,TKO (punches),3,2:27,,Main card,Bellator 142,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Featherweight,Emmanuel Sanchez,Henry Corrales,"Decision (split) (30-27, 27-30, 29-28)",3,5:00,,Main card,Bellator 142,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Heavyweight,Vinicius Queiroz,Ewerton Teixeira,Submission (arm-triangle choke),2,4:00,,Main card,Bellator 142,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Light Heavyweight,Abdul Razak Alhassan,Bryce Meija,KO (punch),1,1:26,,Preliminary Card (Spike.com),Bellator 142,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Bantamweight,Amador Ramirez,Saul Elizondo,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,,Preliminary Card (Spike.com),Bellator 142,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Bantamweight,Steve Garcia,Eduardo Bustillos,TKO (punches),1,4:59,,Preliminary Card (Spike.com),Bellator 142,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Bantamweight,Darrion Caldwell,Shawn Bunch,Submission (rear-naked choke),1,2:35,,Preliminary Card (Spike.com),Bellator 142,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Heavyweight,Dan Charles,Chase Gormley,KO (punches),2,4:35,,Preliminary Card (Spike.com),Bellator 142,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Featherweight,John Teixeira,Gleristone Santos,"Decision (split) (29-28, 28-29, 29-28)",3,5:00,,Preliminary Card (Spike.com),Bellator 142,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Lightweight,Jared Chaffee,Guilherme Farias,Submission (guillotine choke),1,0:39,,Preliminary Card (Spike.com),Bellator 142,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Welterweight,Jose Flores,Guillermo Gonzalez,TKO (body kicks),1,2:22,,Preliminary Card (Spike.com),Bellator 142,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Bantamweight,Joe Warren,LC Davis,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,,Main card,Bellator 143,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Middleweight,Kendall Grove,Joey Beltran,TKO (punches),3,2:27,,Main card,Bellator 143,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Featherweight,Emmanuel Sanchez,Henry Corrales,"Decision (split) (30-27, 27-30, 29-28)",3,5:00,,Main card,Bellator 143,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Heavyweight,Vinicius Queiroz,Ewerton Teixeira,Submission (arm-triangle choke),2,4:00,,Main card,Bellator 143,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Light Heavyweight,Abdul Razak Alhassan,Bryce Meija,KO (punch),1,1:26,,Preliminary Card (Spike.com),Bellator 143,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Bantamweight,Amador Ramirez,Saul Elizondo,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,,Preliminary Card (Spike.com),Bellator 143,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Bantamweight,Steve Garcia,Eduardo Bustillos,TKO (punches),1,4:59,,Preliminary Card (Spike.com),Bellator 143,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Bantamweight,Darrion Caldwell,Shawn Bunch,Submission (rear-naked choke),1,2:35,,Preliminary Card (Spike.com),Bellator 143,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Heavyweight,Dan Charles,Chase Gormley,KO (punches),2,4:35,,Preliminary Card (Spike.com),Bellator 143,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
Featherweight,John Teixeira,Gleristone Santos,"Decision (split) (29-28, 28-29, 29-28)",3,5:00,,Preliminary Card (Spike.com),Bellator 143,https://en.wikipedia.org//wiki/Bellator_MMA_in_2015
